City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Cam Ranh,VN,2021-02-05 15:13:25,11.9214,109.1591,75.2,69,20,10.36
295,Katobu,ID,2021-02-05 15:13:25,-4.9408,122.5276,76.44,91,97,0.31
296,Obihiro,JP,2021-02-05 15:13:25,42.9172,143.2044,8.46,88,0,0.6
297,Kavieng,PG,2021-02-05 15:08:42,-2.5744,150.7967,79.27,88,100,13.62
298,Gambela,ET,2021-02-05 15:13:25,8.25,34.5833,100.33,15,0,4.5
299,Richards Bay,ZA,2021-02-05 15:13:25,-28.783,32.0377,80.47,78,3,8.41
300,Saint-Georges,GD,2021-02-05 15:10:54,12.0564,-61.7485,84.2,61,20,20.71
301,Miandrivazo,MG,2021-02-05 15:13:26,-19.5167,45.4667,84.45,73,91,9.51
302,Komsomolskiy,UZ,2021-02-05 15:13:26,40.4272,71.7189,39.2,60,100,2.3
303,Katwa,IN,2021-02-05 15:13:26,23.6399,88.128,68.68,37,0,2.37
304,Sisimiut,GL,2021-02-05 15:11:50,66.9395,-53.6735,11.14,74,0,9.13
305,Freetown,SL,2021-02-05 15:13:26,8.484,-13.2299,83.84,54,98,11.5
306,Virginia Beach,US,2021-02-05 15:08:48,36.8529,-75.978,45.0,92,100,3.0
307,Turan,VN,2021-02-05 15:13:26,16.0678,108.2208,69.8,88,20,1.14
308,Fenoarivo,MG,2021-02-05 15:13:27,-18.933,47.4354,69.8,83,75,8.05
309,Turukhansk,RU,2021-02-05 15:11:48,65.8167,87.9833,-19.61,88,100,4.32
310,Shimoda,JP,2021-02-05 15:13:27,34.6667,138.95,45.0,41,22,1.99
311,Lasa,IT,2021-02-05 15:08:31,46.6166,10.7002,48.0,70,0,4.61
312,Yunhe,CN,2021-02-05 15:13:27,34.0833,119.7167,43.47,93,0,10.07
313,Kiama,AU,2021-02-05 15:13:27,-34.6833,150.8667,73.99,86,100,7.0
314,Salisbury,GB,2021-02-05 15:11:28,51.0693,-1.7957,50.0,81,40,12.66
315,Mansa,IN,2021-02-05 15:13:27,29.9833,75.3833,55.89,51,0,6.55
316,Ustupo,PA,2021-02-05 15:13:28,9.1333,-77.9333,82.72,73,100,9.78
317,Burrel,AL,2021-02-05 15:13:28,41.6103,20.0089,60.8,63,0,6.91
318,Jumla,NP,2021-02-05 15:13:28,29.2747,82.1838,29.12,88,63,4.9
319,Saskylakh,RU,2021-02-05 15:13:28,71.9167,114.0833,-29.54,84,100,5.53
320,Tierranueva,MX,2021-02-05 15:13:28,21.6833,-100.5667,65.26,25,0,6.64
321,Biak,ID,2021-02-05 15:08:49,-0.9131,122.8766,77.72,79,100,4.76
322,Bambanglipuro,ID,2021-02-05 15:10:47,-7.95,110.2833,78.01,86,94,5.03
323,Grindavik,IS,2021-02-05 15:13:29,63.8424,-22.4338,37.4,87,75,29.93
324,Mount Pleasant,US,2021-02-05 15:13:29,32.7941,-79.8626,57.99,77,90,13.8
325,Boyolangu,ID,2021-02-05 15:11:51,-8.1181,111.8935,75.79,90,100,3.6
326,Wanaka,NZ,2021-02-05 15:11:59,-44.7,169.15,61.0,75,100,1.99
327,Peterhead,GB,2021-02-05 15:13:29,57.5058,-1.7981,37.4,81,90,19.57
328,Borodyanka,UA,2021-02-05 15:13:29,50.6448,29.9201,21.2,68,90,15.66
329,Chumikan,RU,2021-02-05 15:13:30,54.7183,135.315,-12.42,85,100,17.52
330,Nanortalik,GL,2021-02-05 15:13:30,60.1432,-45.2371,23.07,79,0,1.28
331,Simao,CN,2021-02-05 15:13:30,22.7886,100.9748,56.21,69,0,2.42
332,Hualmay,PE,2021-02-05 15:13:30,-11.0964,-77.6139,74.64,65,70,9.8
333,Baiyin,CN,2021-02-05 15:13:30,36.5583,104.2081,35.01,32,0,6.71
334,Kungurtug,RU,2021-02-05 15:13:30,50.5994,97.5228,5.38,90,79,2.51
335,Pedasi,PA,2021-02-05 15:13:31,7.5333,-80.0333,81.46,72,67,14.9
336,Taree,AU,2021-02-05 15:13:31,-31.9,152.4667,70.0,88,87,8.05
337,Mecca,SA,2021-02-05 15:13:31,21.4267,39.8261,62.19,70,100,10.09
338,Camacha,PT,2021-02-05 15:12:11,33.0833,-16.3333,57.2,72,40,23.02
339,Cherskiy,RU,2021-02-05 15:11:09,68.75,161.3,-12.59,78,0,8.3
340,Cayenne,GF,2021-02-05 15:11:25,4.9333,-52.3333,82.4,78,75,16.11
341,Alugan,PH,2021-02-05 15:13:31,12.2188,125.4808,80.26,87,75,10.51
342,Vanavara,RU,2021-02-05 15:12:11,60.34,102.2797,-1.43,93,100,4.36
343,Isangel,VU,2021-02-05 15:13:32,-19.55,169.2667,78.13,78,37,3.27
344,Jiangkou,CN,2021-02-05 15:12:08,25.4872,119.1986,55.4,94,5,1.45
345,Gossau,CH,2021-02-05 15:13:32,47.4169,9.2513,52.0,76,0,3.44
346,Antofagasta,CL,2021-02-05 15:13:32,-23.65,-70.4,73.99,64,20,4.61
347,Teguise,ES,2021-02-05 15:13:32,29.0605,-13.564,60.8,67,40,17.27
348,Sabang,ID,2021-02-05 15:13:33,5.8933,95.3214,81.0,78,5,18.23
349,Buchanan,LR,2021-02-05 15:13:33,5.8808,-10.0467,91.4,58,40,11.5
350,Bonavista,CA,2021-02-05 15:13:33,48.6499,-53.1147,39.0,100,99,8.05
351,Nuuk,GL,2021-02-05 15:11:23,64.1835,-51.7216,15.8,73,20,12.66
352,Jinxiang,CN,2021-02-05 15:12:04,27.4327,120.6062,58.8,85,0,3.18
353,Abnub,EG,2021-02-05 15:13:33,27.2696,31.1511,64.4,63,40,14.97
354,Bangassou,CF,2021-02-05 15:13:34,4.7413,22.8184,100.6,12,6,5.46
355,Usman,RU,2021-02-05 15:13:34,52.0466,39.7288,17.6,73,75,20.13
356,Nosy Varika,MG,2021-02-05 15:13:34,-20.5833,48.5333,82.17,76,62,10.13
357,Yumen,CN,2021-02-05 15:09:15,40.2833,97.2,32.88,71,100,20.58
358,Geraldton,AU,2021-02-05 15:11:43,-28.7667,114.6,68.0,68,40,19.57
359,Moranbah,AU,2021-02-05 15:13:34,-22.0016,148.0466,73.9,80,97,9.28
360,Nogliki,RU,2021-02-05 15:13:34,51.8333,143.1667,-8.43,89,80,9.71
361,Svetlyy,RU,2021-02-05 15:13:34,54.675,20.1347,28.99,86,75,6.71
362,Vyartsilya,RU,2021-02-05 15:13:34,62.1764,30.693,4.75,91,100,9.62
363,Labuhan,ID,2021-02-05 15:09:19,-6.8844,112.2051,79.2,84,98,14.63
364,Victoria,HK,2021-02-05 15:13:35,22.2855,114.1577,66.99,74,0,5.88
365,Yar-Sale,RU,2021-02-05 15:13:35,66.8333,70.8333,-24.5,86,98,5.37
366,Lagos,NG,2021-02-05 15:13:35,6.5833,3.75,90.41,57,0,9.69
367,Coruripe,BR,2021-02-05 15:13:35,-10.1256,-36.1756,86.79,58,55,16.73
368,Ulagan,RU,2021-02-05 15:13:35,50.6321,87.9563,20.95,91,100,2.71
369,Zyryanka,RU,2021-02-05 15:13:36,65.75,150.85,-13.43,89,100,6.55
370,Marawi,PH,2021-02-05 15:11:52,7.9986,124.2928,75.99,91,83,1.99
371,Byron Bay,AU,2021-02-05 15:10:45,-28.65,153.6167,69.8,88,40,2.3
372,Bergerac,FR,2021-02-05 15:13:36,44.8333,0.5,63.0,77,0,3.44
373,Cuitareo,MX,2021-02-05 15:13:36,19.6167,-100.6,53.6,58,1,0.58
374,Huaidian,CN,2021-02-05 15:13:36,33.4333,115.0333,48.45,51,0,8.1
375,Dunedin,NZ,2021-02-05 15:13:36,-45.8742,170.5036,55.0,79,71,4.0
376,Hobyo,SO,2021-02-05 15:13:37,5.3505,48.5268,77.0,74,0,13.98
377,Sao Filipe,CV,2021-02-05 15:09:36,14.8961,-24.4956,71.92,72,100,15.95
378,Mezhdurechenskiy,RU,2021-02-05 15:13:37,59.6,65.9333,22.37,98,100,7.87
379,Elizabeth City,US,2021-02-05 15:13:37,36.2946,-76.2511,46.4,87,90,8.05
380,Burtunay,RU,2021-02-05 15:13:37,42.9886,46.6303,39.06,86,100,4.85
381,La Palma,US,2021-02-05 15:13:37,33.8464,-118.0467,48.2,100,1,3.44
382,Bonthe,SL,2021-02-05 15:13:38,7.5264,-12.505,87.64,50,93,11.43
383,Ajdabiya,LY,2021-02-05 15:13:38,30.7554,20.2263,66.13,52,0,4.88
384,Paranaiba,BR,2021-02-05 15:13:38,-19.6772,-51.1908,83.98,65,59,7.29
385,Kosmach,UA,2021-02-05 15:13:38,48.7509,24.3673,32.0,80,90,6.71
386,Preston,GB,2021-02-05 15:13:38,53.7667,-2.7167,46.4,87,40,8.05
387,Torbay,CA,2021-02-05 15:13:38,47.6666,-52.7314,44.6,100,75,14.97
388,The Valley,AI,2021-02-05 15:13:39,18.217,-63.0578,82.4,69,20,16.11
389,Sorong,ID,2021-02-05 15:13:39,-0.8833,131.25,81.82,76,100,4.63
390,Minudasht,IR,2021-02-05 15:13:39,37.2289,55.3747,73.4,17,0,11.5
391,Bay Roberts,CA,2021-02-05 15:13:39,47.5999,-53.2648,42.01,100,75,11.95
392,Axim,GH,2021-02-05 15:13:39,4.8699,-2.2405,84.29,74,10,9.89
393,Castleisland,IE,2021-02-05 15:13:39,52.2333,-9.4667,42.8,81,75,5.75
394,Vostok,RU,2021-02-05 15:13:39,46.4856,135.8833,0.63,94,100,3.22
395,Sorada,IN,2021-02-05 15:13:39,19.75,84.4333,64.09,60,1,1.1
396,Winslow,US,2021-02-05 15:13:40,35.0242,-110.6974,19.4,68,1,1.28
397,Havoysund,NO,2021-02-05 15:10:58,70.9963,24.6622,30.2,86,75,10.36
398,Teguldet,RU,2021-02-05 15:13:40,57.3064,88.1667,6.13,95,100,5.1
399,Champerico,GT,2021-02-05 15:13:40,14.3,-91.9167,71.6,83,0,1.28
400,College,US,2021-02-05 15:13:40,64.8569,-147.8028,-31.0,82,1,3.69
401,Umm Kaddadah,SD,2021-02-05 15:13:40,13.6017,26.6876,77.38,17,0,22.97
402,Umm Lajj,SA,2021-02-05 15:13:40,25.0213,37.2685,69.76,61,63,16.87
403,Ossora,RU,2021-02-05 15:13:40,59.2353,163.0719,3.87,92,100,4.36
404,Nampula,MZ,2021-02-05 15:13:40,-15.1165,39.2666,82.65,74,66,4.03
405,Phuket,TH,2021-02-05 15:13:41,8.0,98.25,78.8,83,20,4.61
406,Tekeli,KZ,2021-02-05 15:13:41,44.83,78.8239,30.42,77,100,7.43
407,Kontagora,NG,2021-02-05 15:13:41,10.3999,5.4695,101.37,8,0,5.37
408,Zhigansk,RU,2021-02-05 15:13:41,66.7697,123.3711,-40.5,75,22,4.38
409,Bouca,CF,2021-02-05 15:13:41,6.5105,18.2733,100.78,11,0,8.32
410,Huarmey,PE,2021-02-05 15:13:41,-10.0681,-78.1522,74.8,64,63,8.97
411,Soderhamn,SE,2021-02-05 15:13:41,61.3037,17.0592,21.99,79,80,1.99
412,Uruzgan,AF,2021-02-05 15:10:10,32.8333,66.0,42.62,52,0,1.59
413,Shu,KZ,2021-02-05 15:13:42,43.5983,73.7614,34.0,92,100,7.0
414,Nakamura,JP,2021-02-05 15:13:42,32.9833,132.9333,45.66,74,99,3.33
415,Solnechnyy,RU,2021-02-05 15:13:42,50.7214,136.6319,-15.7,85,97,0.34
416,Alghero,IT,2021-02-05 15:13:14,40.5589,8.3181,66.2,63,0,3.44
417,Botwood,CA,2021-02-05 15:13:42,49.1499,-55.3482,35.01,95,100,5.21
418,Tefe,BR,2021-02-05 15:13:43,-3.3542,-64.7114,78.8,100,75,3.44
419,Iqaluit,CA,2021-02-05 15:13:43,63.7506,-68.5145,19.4,79,75,19.57
420,Hoa Binh,VN,2021-02-05 15:13:43,20.8133,105.3383,69.8,73,39,5.75
421,San Quintin,MX,2021-02-05 15:09:13,30.4833,-115.95,52.63,84,0,3.42
422,Aksu,CN,2021-02-05 15:13:43,41.1231,80.2644,29.03,81,37,2.48
423,Alofi,NU,2021-02-05 15:13:44,-19.0595,-169.9187,77.0,88,100,8.05
424,Malinyi,TZ,2021-02-05 15:09:11,-8.9333,36.1333,86.14,66,6,3.78
425,Constitucion,CL,2021-02-05 15:09:26,-35.3333,-72.4167,62.37,73,84,6.8
426,Canutama,BR,2021-02-05 15:13:44,-6.5339,-64.3831,81.61,90,100,2.8
427,Del Rio,US,2021-02-05 15:13:44,29.3627,-100.8968,53.6,58,1,4.61
428,Codrington,AU,2021-02-05 15:09:04,-38.2667,141.9667,55.54,85,60,12.41
429,Todos Santos,MX,2021-02-05 15:13:44,23.45,-110.2167,71.6,24,1,11.5
430,Gat,IL,2021-02-05 15:10:34,31.61,34.7642,64.99,100,12,13.22
431,Kiruna,SE,2021-02-05 15:13:45,67.8557,20.2251,21.2,93,75,4.61
432,Kingston,JM,2021-02-05 15:09:56,17.997,-76.7936,84.2,65,20,20.71
433,Kopychyntsi,UA,2021-02-05 15:13:45,49.1044,25.9103,34.0,76,60,5.08
434,San Clemente,US,2021-02-05 15:13:45,33.427,-117.612,46.99,65,1,3.06
435,Kedrovyy,RU,2021-02-05 15:13:45,56.1667,91.8167,1.4,92,0,2.24
436,Xining,CN,2021-02-05 15:10:14,36.6167,101.7667,25.63,53,0,1.36
437,Houston,US,2021-02-05 15:09:56,29.7633,-95.3633,55.4,54,90,10.36
438,Beringovskiy,RU,2021-02-05 15:12:08,63.05,179.3167,-4.79,91,100,11.83
439,Itigi,TZ,2021-02-05 15:09:12,-5.7,34.4833,77.61,67,73,4.23
440,Okhotsk,RU,2021-02-05 15:13:46,59.3833,143.3,-0.78,85,97,8.61
441,Yabelo,ET,2021-02-05 15:13:46,4.8833,38.0833,80.33,18,49,3.02
442,Sumenep,ID,2021-02-05 15:09:15,-7.0167,113.8667,79.95,82,99,16.11
443,Nileshwar,IN,2021-02-05 15:13:46,12.25,75.1,79.72,76,25,8.93
444,Komatsu,JP,2021-02-05 15:13:46,36.4026,136.4509,39.2,81,75,3.44
445,Grand Forks,US,2021-02-05 15:12:34,47.9417,-97.4337,0.0,78,20,17.27
446,Khash,IR,2021-02-05 15:13:47,28.2211,61.2158,54.3,29,0,5.23
447,Patea,NZ,2021-02-05 15:13:47,-39.7583,174.4833,53.01,94,4,1.01
448,Qiqihar,CN,2021-02-05 15:13:47,47.3408,123.9672,-1.19,91,99,6.06
449,Praia Da Vitoria,PT,2021-02-05 15:11:31,38.7333,-27.0667,60.01,58,40,17.07
450,Faanui,PF,2021-02-05 15:11:00,-16.4833,-151.75,80.55,71,95,8.57
451,Marrakesh,MA,2021-02-05 15:09:55,31.6315,-8.0083,60.8,55,40,12.66
452,Auki,SB,2021-02-05 15:11:40,-8.7676,160.7034,77.85,85,86,7.83
453,Moroleon,MX,2021-02-05 15:13:48,20.1333,-101.2,53.6,58,1,1.52
454,Ezhou,CN,2021-02-05 15:13:48,30.4,114.8333,47.01,80,0,4.72
455,Kavaratti,IN,2021-02-05 15:13:48,10.5669,72.642,81.61,76,17,11.07
456,Havelock,US,2021-02-05 15:13:48,34.8791,-76.9013,55.0,71,90,17.27
457,Verkhoyansk,RU,2021-02-05 15:13:48,67.5447,133.385,-33.0,80,99,1.92
458,Taltal,CL,2021-02-05 15:09:01,-25.4,-70.4833,69.75,61,1,6.62
459,Mercedes,AR,2021-02-05 15:11:59,-34.6515,-59.4307,81.0,53,0,4.0
460,Vanimo,PG,2021-02-05 15:13:49,-2.6741,141.3028,79.57,81,100,3.87
461,Iranshahr,IR,2021-02-05 15:13:49,27.2025,60.6848,73.4,11,0,2.1
462,Mocajuba,BR,2021-02-05 15:13:40,-2.5842,-49.5072,90.95,47,52,4.79
463,Portland,US,2021-02-05 15:11:21,45.5234,-122.6762,45.0,93,90,13.8
464,Maceio,BR,2021-02-05 15:13:49,-9.6658,-35.7353,89.6,58,75,4.61
465,Mezen,RU,2021-02-05 15:13:49,65.8522,44.24,-8.01,88,83,11.07
466,Cururupu,BR,2021-02-05 15:13:49,-1.8283,-44.8683,89.55,48,0,8.14
467,Damulog,PH,2021-02-05 15:13:50,7.4836,124.9431,72.39,87,92,4.38
468,Lakes Entrance,AU,2021-02-05 15:13:50,-37.8811,147.981,69.01,97,100,6.8
469,Bayan,CN,2021-02-05 15:13:50,46.0833,127.4,2.28,93,100,4.45
470,Payson,US,2021-02-05 15:13:50,40.0444,-111.7321,33.01,59,90,3.44
471,High Level,CA,2021-02-05 15:13:50,58.5169,-117.136,-31.0,75,20,6.91
472,El Fuerte,MX,2021-02-05 15:13:51,26.4189,-108.6194,67.12,41,78,3.38
473,Santa Maria,BR,2021-02-05 15:13:51,-29.6842,-53.8069,69.8,68,75,5.75
474,Bowen,AU,2021-02-05 15:11:25,-20.0167,148.2333,77.0,94,90,4.61
475,Robertsport,LR,2021-02-05 15:13:51,6.7533,-11.3686,82.6,72,99,10.04
476,Kapit,MY,2021-02-05 15:11:34,2.0167,112.9333,73.83,94,100,0.76
477,Canberra,AU,2021-02-05 15:13:06,-35.2835,149.1281,66.99,94,100,9.01
478,Thinadhoo,MV,2021-02-05 15:09:31,0.5333,72.9333,82.54,76,100,13.29
479,Nelson Bay,AU,2021-02-05 15:13:52,-32.7167,152.15,73.99,73,80,12.66
480,Bara,NG,2021-02-05 15:13:52,10.3744,10.7288,96.64,10,36,13.02
481,Kankon,IN,2021-02-05 15:13:52,15.0167,74.0167,76.8,72,28,10.04
482,La Rioja,ES,2021-02-05 15:13:52,42.25,-2.5,59.0,63,20,13.8
483,Ramsar,IR,2021-02-05 15:13:52,36.9226,50.6426,55.4,88,75,2.3
484,Ixtapa,MX,2021-02-05 15:11:26,20.7,-105.2,60.8,72,1,6.91
485,Jackson,US,2021-02-05 15:12:48,42.4165,-122.8345,32.0,93,90,1.16
486,At-Bashi,KG,2021-02-05 15:13:53,41.1702,75.8106,11.16,64,65,0.96
487,Khelyulya,RU,2021-02-05 15:13:53,61.7333,30.6833,5.05,91,100,10.11
488,Dong Xoai,VN,2021-02-05 15:13:53,11.5333,106.9167,75.15,85,96,3.91
489,Ust-Maya,RU,2021-02-05 15:13:53,60.4167,134.5333,-31.32,83,100,2.51
490,Rocha,UY,2021-02-05 15:13:53,-34.4833,-54.3333,67.53,64,94,13.38
491,Praia,CV,2021-02-05 15:09:35,14.9215,-23.5087,73.4,64,75,19.57
492,Solano,US,2021-02-05 15:13:53,38.2333,-121.9511,39.99,75,1,3.44
493,Mandera,KE,2021-02-05 15:13:53,3.9366,41.867,92.66,22,0,1.83
494,Manggar,ID,2021-02-05 15:13:54,-2.8833,108.2667,79.92,83,49,12.35
495,Shangqiu,CN,2021-02-05 15:12:15,34.45,115.65,52.0,52,0,1.01
496,Haines Junction,CA,2021-02-05 15:12:08,60.7522,-137.5108,-25.6,68,51,1.14
497,Sao Joao Da Barra,BR,2021-02-05 15:10:55,-21.6403,-41.0511,82.4,69,90,10.2
498,Ayagoz,KZ,2021-02-05 15:13:54,47.9714,80.4392,17.38,93,99,6.64
499,Boddam,GB,2021-02-05 15:13:54,57.4667,-1.7833,37.4,81,90,19.57
500,Freeport,US,2021-02-05 15:13:54,40.6576,-73.5832,39.2,81,90,13.8
501,Uspenka,UA,2021-02-05 15:13:55,48.3903,39.1619,27.52,90,100,19.48
502,Gravdal,NO,2021-02-05 15:11:33,68.1214,13.5031,32.0,74,40,5.75
503,Luchegorsk,RU,2021-02-05 15:13:55,46.4764,134.2569,1.4,94,100,0.47
504,Mabay,PH,2021-02-05 15:13:55,6.0577,124.4666,77.79,77,100,4.76
505,Sao Sebastiao,BR,2021-02-05 15:13:55,-23.76,-45.4097,80.22,77,55,7.49
506,Sindor,RU,2021-02-05 15:13:55,62.8629,51.8905,7.75,95,100,6.89
507,Maragogi,BR,2021-02-05 15:13:55,-9.0122,-35.2225,85.32,62,43,12.77
508,Boende,CD,2021-02-05 15:13:55,-0.2167,20.8667,88.74,55,70,3.87
509,Pa Daet,TH,2021-02-05 15:13:55,19.5049,99.9924,69.8,83,0,3.44
510,Puerto Ayacucho,VE,2021-02-05 15:13:56,5.6639,-67.6236,80.76,77,95,2.3
511,Skagen,DK,2021-02-05 15:13:56,57.7209,10.5839,23.0,80,40,14.97
512,Port Elizabeth,ZA,2021-02-05 15:11:27,-33.918,25.5701,75.2,73,20,17.27
513,San Isidro,PE,2021-02-05 15:09:16,-12.1167,-77.05,73.4,73,40,6.91
514,Fortuna,US,2021-02-05 15:09:04,40.5982,-124.1573,41.0,100,90,3.44
515,Lincoln,US,2021-02-05 15:11:48,40.8,-96.667,23.0,66,54,1.01
516,Karaidel,RU,2021-02-05 15:13:56,55.8337,56.9069,35.87,96,100,13.0
517,Trn,BA,2021-02-05 15:13:56,44.8597,17.2364,55.4,71,0,2.3
518,Santa Rosalia,MX,2021-02-05 15:13:57,27.3167,-112.2833,58.75,44,0,6.89
519,Yuksekova,TR,2021-02-05 15:13:57,37.5736,44.2872,42.8,100,75,2.3
520,Rafsanjan,IR,2021-02-05 15:13:57,30.4067,55.9939,62.33,25,0,7.76
521,Mundo Nuevo,MX,2021-02-05 15:13:57,18.7,-95.5,73.2,81,1,14.65
522,Zhezkazgan,KZ,2021-02-05 15:13:57,47.8043,67.7144,22.8,97,36,4.81
523,Concordia,AR,2021-02-05 15:13:57,-31.393,-58.0209,77.0,65,20,8.05
524,Pinehurst,US,2021-02-05 15:13:57,35.1954,-79.4695,45.0,93,90,10.36
525,Mingguang,CN,2021-02-05 15:13:57,32.7802,117.9638,45.0,88,0,9.01
526,Miri,MY,2021-02-05 15:10:50,4.4148,114.0089,78.8,94,40,4.61
527,Batsfjord,NO,2021-02-05 15:13:58,70.6345,29.7185,28.4,80,75,16.11
528,Anakapalle,IN,2021-02-05 15:13:58,17.6833,83.0167,71.6,64,0,2.3
529,Ovalle,CL,2021-02-05 15:13:58,-30.5983,-71.2003,73.04,50,61,5.75
530,Yoichi,JP,2021-02-05 15:13:58,43.2039,140.7703,25.0,73,100,8.79
531,Palu,ID,2021-02-05 15:11:58,-0.8917,119.8707,75.94,81,99,0.94
532,Sertaozinho,BR,2021-02-05 15:13:58,-21.1378,-47.9903,84.2,61,75,10.36
533,Tynda,RU,2021-02-05 15:13:59,55.1667,124.7167,-25.02,83,79,3.6
534,Yataity,PY,2021-02-05 15:13:59,-26.3667,-56.0667,77.54,57,0,7.4
535,Karpogory,RU,2021-02-05 15:13:59,64.0019,44.4451,-5.01,90,100,9.82
536,Lamu,KE,2021-02-05 15:11:31,-2.2717,40.902,82.4,74,20,12.66
537,Samana,DO,2021-02-05 15:13:35,19.2056,-69.3369,80.6,83,40,4.61
538,Luganville,VU,2021-02-05 15:13:59,-15.5333,167.1667,77.94,81,96,2.26
539,Necochea,AR,2021-02-05 15:11:05,-38.5473,-58.7368,84.0,31,0,1.99
540,Beruwala,LK,2021-02-05 15:13:59,6.4788,79.9828,78.98,78,93,6.42
541,Nantucket,US,2021-02-05 15:10:30,41.2835,-70.0995,41.0,87,90,14.97
542,Evensk,RU,2021-02-05 15:11:48,61.95,159.2333,2.71,88,100,17.27
543,Douglas,US,2021-02-05 15:14:00,41.3,-96.167,19.4,53,1,10.36
544,Hounde,BF,2021-02-05 15:13:11,11.5,-3.5167,100.98,8,0,5.26
545,Pudozh,RU,2021-02-05 15:14:00,61.8099,36.5345,3.85,93,100,7.72
546,Dvinskoy,RU,2021-02-05 15:14:00,62.1535,45.1175,-0.17,91,100,7.7
547,Milpitas,US,2021-02-05 15:09:11,37.4283,-121.9066,45.0,70,1,2.06
548,Natal,BR,2021-02-05 15:14:00,-5.795,-35.2094,87.8,62,40,16.11
549,Birjand,IR,2021-02-05 15:11:45,32.8663,59.2211,59.0,8,0,13.8
550,Neiafu,TO,2021-02-05 15:14:01,-18.65,-173.9833,78.8,94,90,10.36
551,Zykovo,RU,2021-02-05 15:14:01,55.9519,93.1461,1.4,92,0,2.24
552,Khandbari,NP,2021-02-05 15:14:01,27.3747,87.2039,52.14,67,47,3.56
553,Klyuchi,RU,2021-02-05 15:14:01,52.2667,79.1667,24.42,98,95,6.44
554,Yebaishou,CN,2021-02-05 15:14:02,41.3975,119.6408,29.91,89,100,2.89
555,Derzhavinsk,KZ,2021-02-05 15:14:02,51.1,66.3167,33.28,97,100,7.52
556,Buraydah,SA,2021-02-05 15:10:05,26.326,43.975,69.8,46,75,25.32
557,Hinton,CA,2021-02-05 15:14:02,53.4001,-117.5857,14.0,85,100,3.44
558,Batagay,RU,2021-02-05 15:14:02,67.6333,134.6333,-38.78,78,95,2.68
559,Coquimbo,CL,2021-02-05 15:10:42,-29.9533,-71.3436,62.6,77,90,8.05
